"","gene","module"
"CAMK2N2","CAMK2N2",4
"NAMPT_G35525","NAMPT_G35525",0
"G3553","G3553",1
"G35539","G35539",0
"G35544","G35544",17
"G35545","G35545",17
"G35547","G35547",17
"G35549","G35549",17
"G35558","G35558",16
"G3556","G3556",1
"G35560","G35560",14
"G35564","G35564",0
"G35565","G35565",14
"G35568","G35568",1
"G3557","G3557",2
"G35570","G35570",14
"G35575","G35575",3
"G35587","G35587",1
"G356","G356",1
"G35600","G35600",0
"G35603","G35603",0
"G35608","G35608",2
"G35613","G35613",3
"G35614","G35614",3
"G35615","G35615",0
"G35618","G35618",0
"UBXN7_containing","UBXN7_containing",4
"G35621","G35621",5
"G35622","G35622",1
"G35624","G35624",3
"G35630","G35630",4
"HCG11_G35634","HCG11_G35634",4
"OSBPL11","OSBPL11",1
"G35656","G35656",0
"G35662","G35662",1
"LINC02035_containing","LINC02035_containing",1
"G35675","G35675",2
"G35676","G35676",5
"G35682","G35682",2
"KPNA1_containing","KPNA1_containing",1
"G35689","G35689",0
"G35690","G35690",1
"G35697","G35697",1
"G35701","G35701",1
"G35707","G35707",1
"G35710","G35710",1
"RABL3_containing","RABL3_containing",1
"G35723","G35723",5
"G35728","G35728",0
"G35729","G35729",0
"LRRC58_containing","LRRC58_containing",1
"G35732","G35732",0
"KALRN_containing","KALRN_containing",0
"G35737","G35737",1
"G35750","G35750",1
"LSAMP_containing","LSAMP_containing",4
"G35763","G35763",0
"G35767","G35767",0
"ZBTB20","ZBTB20",1
"NAA50_G35781","NAA50_G35781",6
"G35782","G35782",0
"G35784","G35784",1
"ASPH_containing","ASPH_containing",1
"NAA50_G35787","NAA50_G35787",1
"G3579","G3579",2
"G35791","G35791",0
"G3580","G3580",0
"G35812","G35812",1
"G35813","G35813",1
"NECTIN3","NECTIN3",1
"G35827","G35827",0
"G35832","G35832",0
"G35856","G35856",0
"G35858","G35858",1
"G35859","G35859",1
"G35863","G35863",2
"G35881","G35881",0
"G35882","G35882",1
"G35883","G35883",1
"HSD17B4_like","HSD17B4_like",0
"G35887","G35887",0
"G35889","G35889",1
"G35896","G35896",5
"TOMM70_containing","TOMM70_containing",2
"G3591","G3591",1
"G35911","G35911",0
"G35922","G35922",3
"G35924","G35924",1
"G35928","G35928",1
"G35933","G35933",1
"G35935","G35935",3
"G35946","G35946",3
"G35947","G35947",3
"ZNF56_like","ZNF56_like",0
"ZNF208_like_G35972","ZNF208_like_G35972",2
"G35975","G35975",1
"G35976","G35976",5
"G35980","G35980",3
"EPHA6_containing","EPHA6_containing",4
"G35996","G35996",0
"G35997","G35997",3
"G36000","G36000",0
"G36015","G36015",0
"BTN1A1_containing","BTN1A1_containing",1
"G36023","G36023",1
"G36026","G36026",0
"G36033","G36033",1
"G36039","G36039",4
"G3604","G3604",5
"G36045","G36045",1
"G3605","G3605",4
"G36058","G36058",1
"G36065","G36065",1
"G36067","G36067",1
"G36069","G36069",1
"G36072","G36072",1
"G36076","G36076",1
"G36080","G36080",3
"TDP2_like","TDP2_like",5
"G36088","G36088",0
"G36090","G36090",1
"G36092","G36092",0
"G36117","G36117",1
"SOX4_like","SOX4_like",1
"G36129","G36129",2
"G36130","G36130",0
"G36140","G36140",1
"G36142","G36142",3
"CAPZA1_G36144","CAPZA1_G36144",1
"ID4","ID4",4
"G36159","G36159",2
"G36171","G36171",2
"G36181","G36181",2
"G36203","G36203",1
"G36208","G36208",0
"G36213","G36213",0
"G36215","G36215",1
"G36218","G36218",0
"TMEM170B_containing","TMEM170B_containing",6
"G36233","G36233",3
"G36237","G36237",0
"G36239","G36239",0
"YWHAQ_G36248","YWHAQ_G36248",0
"G36263","G36263",1
"G36266","G36266",1
"G36270","G36270",0
"BLOC1S5_like","BLOC1S5_like",1
"G36273","G36273",0
"G36277","G36277",0
"G3629","G3629",3
"G36304","G36304",0
"G36306","G36306",14
"NRN1_G36314","NRN1_G36314",5
"G36317","G36317",1
"G36319","G36319",0
"G36320","G36320",2
"G36321","G36321",4
"G3633","G3633",1
"G36338","G36338",1
"G36351","G36351",2
"G36352","G36352",0
"KCNQ1OT1_containing","KCNQ1OT1_containing",5
"G36363","G36363",4
"G36368","G36368",5
"G36374","G36374",0
"FOXC1","FOXC1",1
"G36401","G36401",2
"G36408","G36408",0
"G36411","G36411",0
"G36421","G36421",2
"G36428","G36428",0
"G36440","G36440",3
"ZSCAN12_containing_G36442","ZSCAN12_containing_G36442",2
"G3645","G3645",1
"G36452","G36452",5
"G36457","G36457",0
"TIPRL","TIPRL",0
"G36460","G36460",1
"G36466","G36466",1
"G36475","G36475",0
"G36476","G36476",2
"G36478","G36478",5
"G36483","G36483",2
"G36485","G36485",0
"G36486","G36486",0
"NORAD_G36492","NORAD_G36492",5
"G36498","G36498",1
"G3650","G3650",0
"VHL_like_G36500","VHL_like_G36500",1
"HCG11_G36502","HCG11_G36502",5
"G36503","G36503",0
"G3651","G3651",0
"G36512","G36512",1
"G36514","G36514",0
"G36515","G36515",2
"G36517","G36517",3
"G36519","G36519",0
"HLA-A_containing_G36520","HLA-A_containing_G36520",0
"G36522","G36522",3
"HLA-H_containing_G36524","HLA-H_containing_G36524",0
"G36536","G36536",1
"G36545","G36545",2
"G36554","G36554",2
"G36558","G36558",1
"G36559","G36559",0
"G36565","G36565",0
"G36587","G36587",2
"G36588","G36588",5
"G36595","G36595",1
"G36607","G36607",0
"G36611","G36611",0
"G3662","G3662",2
"G36622","G36622",0
"G36623","G36623",0
"SLC9A7_containing","SLC9A7_containing",3
"G36630","G36630",1
"G36646","G36646",2
"ZNF81_containing","ZNF81_containing",1
"G3669","G3669",0
"G36699","G36699",1
"G3670","G3670",0
"G36703","G36703",0
"G36727","G36727",0
"G36732","G36732",0
"G3674","G3674",2
"G36747","G36747",1
"G36762","G36762",2
"UBE3C_like","UBE3C_like",0
"G36794","G36794",1
"G36803","G36803",0
"ANKS1A_containing","ANKS1A_containing",2
"G36843","G36843",3
"G36849","G36849",2
"G36868","G36868",1
"G36871","G36871",1
"G36884","G36884",0
"G36893","G36893",0
"G36899","G36899",1
"GLP1R_containing","GLP1R_containing",0
"G36912","G36912",0
"G36913","G36913",3
"G36919","G36919",3
"NFYA_like_G36929","NFYA_like_G36929",3
"OTUD5_containing","OTUD5_containing",1
"G36948","G36948",0
"G36953","G36953",0
"G36965","G36965",5
"G36972","G36972",2
"TRERF1","TRERF1",2
"G37004","G37004",2
"USP49_containing","USP49_containing",1
"G37018","G37018",1
"G37019","G37019",0
"G37028","G37028",3
"G37030","G37030",4
"G3704","G3704",2
"G37043","G37043",1
"G37045","G37045",0
"G37046","G37046",0
"DGKE_containing","DGKE_containing",3
"G37065","G37065",2
"G37067","G37067",1
"SLC35A2_like","SLC35A2_like",6
"G37071","G37071",0
"TDRD6","TDRD6",1
"G37074","G37074",4
"G37082","G37082",3
"G37083","G37083",1
"G37085","G37085",0
"G37095","G37095",0
"PTCHD4_containing","PTCHD4_containing",1
"G37117","G37117",0
"G37124","G37124",0
"PPP1R3F_like","PPP1R3F_like",2
"G3714","G3714",0
"G37140","G37140",1
"G37149","G37149",1
"G37171","G37171",1
"G37173","G37173",3
"G37174","G37174",1
"G37183","G37183",1
"G37186","G37186",1
"G37187","G37187",0
"G37191","G37191",9
"HSPD1_like","HSPD1_like",9
"G37195","G37195",0
"G37204","G37204",3
"G37206","G37206",0
"G37207","G37207",1
"G37209","G37209",4
"PPP1R3F_containing","PPP1R3F_containing",1
"G37211","G37211",5
"DGKK_like","DGKK_like",10
"G37220","G37220",1
"G37222","G37222",1
"G37226","G37226",3
"MIR30C2_containing","MIR30C2_containing",1
"G37231","G37231",1
"BZW1_G37237","BZW1_G37237",0
"G37242","G37242",5
"G3725","G3725",1
"G37255","G37255",0
"G37257","G37257",0
"CD109","CD109",1
"G37262","G37262",0
"G37263","G37263",0
"G37265","G37265",0
"G37271","G37271",4
"G37273","G37273",6
"G3728","G3728",1
"SENP6_containing","SENP6_containing",1
"G37282","G37282",6
"G37286","G37286",2
"G37294","G37294",3
"G37304","G37304",1
"NPM1_G37307","NPM1_G37307",2
"G37310","G37310",5
"CYB5R4_containing","CYB5R4_containing",3
"G37336","G37336",2
"G37349","G37349",2
"G37356","G37356",0
"G37360","G37360",0
"G37361","G37361",0
"IAH1_like","IAH1_like",0
"G37367","G37367",0
"G37369","G37369",0
"G37371","G37371",1
"G37376","G37376",6
"G37377","G37377",3
"G37391","G37391",0
"G37394","G37394",0
"FUT9_containing","FUT9_containing",5
"G37399","G37399",0
"G37404","G37404",14
"G37410","G37410",1
"G37419","G37419",4
"G37422","G37422",14
"G37426","G37426",5
"G37428","G37428",3
"G3743","G3743",0
"G37431","G37431",0
"G37432","G37432",1
"CENPVL3_like","CENPVL3_like",1
"G37440","G37440",0
"G37445","G37445",3
"G37446","G37446",3
"SHROOM4_containing","SHROOM4_containing",3
"G37450","G37450",0
"G37467","G37467",1
"G37497","G37497",2
"G37507","G37507",0
"G37508","G37508",0
"G37510","G37510",0
"G37514","G37514",0
"G37519","G37519",0
"G37525","G37525",0
"G37531","G37531",0
"G37540","G37540",1
"SLC16A10_containing","SLC16A10_containing",0
"G3755","G3755",2
"G37557","G37557",1
"G37558","G37558",1
"G37559","G37559",2
"G3756","G3756",2
"TRAF3IP2-AS1_containing","TRAF3IP2-AS1_containing",0
"G37562","G37562",1
"G37567","G37567",5
"G3757","G3757",0
"G37571","G37571",0
"G37574","G37574",0
"NUDT11","NUDT11",6
"G37590","G37590",4
"G37597","G37597",0
"G37603","G37603",0
"G37610","G37610",1
"G37615","G37615",1
"G37618","G37618",0
"G3762","G3762",0
"G37624","G37624",0
"G3763","G3763",0
"G37636","G37636",3
"G37641","G37641",0
"G37642","G37642",7
"G37646","G37646",3
"NUS1_like_G37652","NUS1_like_G37652",0
"G37655","G37655",2
"G37657","G37657",0
"G3766","G3766",1
"G37665","G37665",0
"G37666","G37666",4
"G37668","G37668",1
"TBC1D32_containing","TBC1D32_containing",6
"G37687","G37687",3
"G37690","G37690",3
"G37692","G37692",0
"G37693","G37693",3
"G37697","G37697",3
"G37703","G37703",3
"G37704","G37704",3
"G37705","G37705",3
"G37709","G37709",0
"G3771","G3771",1
"CLVS2_like","CLVS2_like",3
"G37717","G37717",0
"NKAIN2","NKAIN2",10
"G37723","G37723",1
"G37726","G37726",3
"G37728","G37728",0
"G37729","G37729",0
"HEY2","HEY2",1
"G37735","G37735",0
"RNF217_like","RNF217_like",1
"G37738","G37738",0
"G37740","G37740",1
"G37744","G37744",0
"G3775","G3775",2
"G37757","G37757",0
"G37758","G37758",0
"G37760","G37760",3
"G3778","G3778",1
"ARHGAP18_G37782","ARHGAP18_G37782",1
"G37784","G37784",0
"ARHGAP18_G37787","ARHGAP18_G37787",5
"G37788","G37788",3
"AKAP7","AKAP7",2
"G37812","G37812",0
"G37816","G37816",0
"G37821","G37821",3
"G37839","G37839",3
"G37841","G37841",0
"G37849","G37849",0
"G37851","G37851",2
"G37853","G37853",3
"G37854","G37854",3
"USP9Y","USP9Y",0
"G3786","G3786",1
"G37862","G37862",2
"XPO1","XPO1",0
"G37868","G37868",0
"G37869","G37869",0
"ZNF724_like_G37871","ZNF724_like_G37871",3
"G37875","G37875",0
"G37877","G37877",1
"G37878","G37878",1
"G37884","G37884",1
"ARFGEF3_like","ARFGEF3_like",0
"FGD1","FGD1",2
"G37913","G37913",2
"G37914","G37914",0
"G37919","G37919",2
"G37922","G37922",2
"G37927","G37927",0
"G37941","G37941",0
"GRM1","GRM1",5
"GRM1_like_G37949","GRM1_like_G37949",0
"G3795","G3795",1
"GRM1_like_G37950","GRM1_like_G37950",2
"G37954","G37954",1
"G37962","G37962",1
"G37964","G37964",1
"STXBP5","STXBP5",1
"G3797","G3797",3
"G37974","G37974",0
"G37985","G37985",1
"G38009","G38009",3
"MFHAS1","MFHAS1",1
"SMIM14_like","SMIM14_like",3
"RGS17_like","RGS17_like",1
"G3803","G3803",3
"G38032","G38032",1
"OPRM1_containing","OPRM1_containing",2
"G38048","G38048",0
"G38056","G38056",15
"G38060","G38060",1
"ARID1B_G38061","ARID1B_G38061",0
"ARID1B_G38072","ARID1B_G38072",0
"G38079","G38079",1
"G38092","G38092",6
"G38102","G38102",4
"G38103","G38103",2
"G38106","G38106",1
"G38107","G38107",5
"G38111","G38111",2
"G38115","G38115",1
"G38134","G38134",0
"G3814","G3814",2
"G38142","G38142",5
"QKI_containing_G38151","QKI_containing_G38151",8
"QKI_containing_G38159","QKI_containing_G38159",3
"G38161","G38161",3
"G38173","G38173",0
"G38178","G38178",0
"USP51","USP51",1
"G38184","G38184",11
"PRR18_containing","PRR18_containing",8
"G38190","G38190",0
"G38196","G38196",1
"G38197","G38197",1
"G38199","G38199",0
"G38210","G38210",0
"G38213","G38213",6
"G38229","G38229",3
"G38237","G38237",0
"G38243","G38243",0
"G38247","G38247",2
"G38248","G38248",2
"G38249","G38249",1
"G38250","G38250",2
"G38256","G38256",0
"G38265","G38265",2
"G38266","G38266",4
"G38267","G38267",5
"KLF8","KLF8",1
"CCDC71L","CCDC71L",2
"RSL24D1_G38276","RSL24D1_G38276",5
"G3828","G3828",1
"G38283","G38283",0
"G38284","G38284",1
"FAM120A_G38286","FAM120A_G38286",4
"ZNF844_containing_G38289","ZNF844_containing_G38289",0
"G3829","G3829",3
"G38291","G38291",0
"G38292","G38292",1
"G38294","G38294",0
"G38299","G38299",5
"PHYH_G38314","PHYH_G38314",1
"G38327","G38327",0
"G38329","G38329",4
"G38333","G38333",0
"G38334","G38334",0
"G38337","G38337",0
"G38339","G38339",0
"G38343","G38343",1
"G38345","G38345",0
"G38348","G38348",0
"G38357","G38357",2
"G38363","G38363",2
"G38369","G38369",2
"G38370","G38370",1
"G38371","G38371",3
"G38373","G38373",1
"G38377","G38377",1
"G38383","G38383",0
"G38387","G38387",0
"AP3M1","AP3M1",1
"G3841","G3841",1
"G38410","G38410",0
"G38411","G38411",7
"G38412","G38412",0
"WAC_containing","WAC_containing",1
"G3842","G3842",1
"G38446","G38446",0
"ZEB1","ZEB1",1
"G38470","G38470",0
"G38477","G38477",0
"G38478","G38478",0
"PDE3B_containing","PDE3B_containing",0
"G38481","G38481",0
"G38490","G38490",2
"G38491","G38491",0
"G38492","G38492",0
"G38495","G38495",0
"FLRT2_containing","FLRT2_containing",1
"G3850","G3850",2
"G38509","G38509",0
"ZXDB","ZXDB",1
"G38515","G38515",14
"G38519","G38519",0
"TOMM20_like_G38522","TOMM20_like_G38522",2
"G38530","G38530",9
"G38531","G38531",5
"CACNB2_containing","CACNB2_containing",6
"ARL5B_like","ARL5B_like",1
"G38545","G38545",1
"MIR1915HG_containing","MIR1915HG_containing",3
"PLXDC2_like","PLXDC2_like",5
"G38554","G38554",1
"G38556","G38556",1
"G38558","G38558",1
"G38563","G38563",1
"G38564","G38564",2
"G38577","G38577",1
"G38586","G38586",0
"G3859","G3859",1
"GPR158","GPR158",2
"G3860","G3860",1
"G38601","G38601",1
"ACBD5_like","ACBD5_like",1
"CCDC43_containing","CCDC43_containing",2
"G38612","G38612",1
"G38628","G38628",2
"G38629","G38629",3
"G38630","G38630",1
"G38635","G38635",1
"PPP2R5E_like","PPP2R5E_like",0
"G38643","G38643",0
"G38649","G38649",12
"G38659","G38659",0
"TRAPPC6B_like","TRAPPC6B_like",1
"G38666","G38666",6
"G38669","G38669",0
"NET1_G38678","NET1_G38678",2
"G3868","G3868",2
"G38680","G38680",2
"G38690","G38690",0
"CELF2","CELF2",1
"G3870","G3870",5
"KLF6_G38700","KLF6_G38700",0
"KLF6_G38704","KLF6_G38704",0
"G38705","G38705",0
"G38709","G38709",5
"ADARB2_containing","ADARB2_containing",0
"G38714","G38714",1
"G38719","G38719",1
"PDGFC_like","PDGFC_like",0
"DIP2C","DIP2C",1
"G38725","G38725",15
"G38728","G38728",1
"G38741","G38741",2
"G38749","G38749",2
"ERO1B_containing","ERO1B_containing",2
"G38760","G38760",1
"G38761","G38761",3
"G38762","G38762",4
"G38771","G38771",2
"G38776","G38776",1
"NEXMIF_like","NEXMIF_like",10
"G38800","G38800",2
"G38811","G38811",1
"G38819","G38819",2
"G3882","G3882",0
"G38820","G38820",4
"G38822","G38822",3
"G38825","G38825",0
"G3883","G3883",0
"G38832","G38832",2
"G38833","G38833",13
"G3884","G3884",1
"G38841","G38841",0
"G38847","G38847",1
"G3885","G3885",0
"G38856","G38856",8
"TRIM67_containing","TRIM67_containing",1
"G3886","G3886",4
"G38860","G38860",0
"G38862","G38862",18
"G38863","G38863",0
"G38891","G38891",1
"G38897","G38897",1
"HNRNPU_like","HNRNPU_like",0
"G38899","G38899",1
"G38911","G38911",0
"G38920","G38920",0
"G38927","G38927",0
"G38933","G38933",0
"G38936","G38936",1
"ENAH_containing","ENAH_containing",0
"G38947","G38947",1
"G38948","G38948",1
"G38950","G38950",10
"G38955","G38955",0
"G38958","G38958",1
"G3896","G3896",0
"G38961","G38961",5
"G38962","G38962",0
"G38974","G38974",0
"G38978","G38978",1
"G38995","G38995",3
"SLC30A10_containing","SLC30A10_containing",3
"G39001","G39001",1
"G39002","G39002",0
"RRP15_containing","RRP15_containing",1
"TGFB2","TGFB2",0
"G3901","G3901",1
"PROX1","PROX1",1
"G3903","G3903",0
"TFB2M_like","TFB2M_like",1
"G39047","G39047",14
"G39059","G39059",3
"G39062","G39062",1
"G39071","G39071",18
"G39076","G39076",3
"G39085","G39085",0
"SYT14_like","SYT14_like",0
"G39104","G39104",0
"PLXNA2","PLXNA2",10
"PLXNA2_like","PLXNA2_like",1
"MIR29B2CHG_containing_G39119","MIR29B2CHG_containing_G39119",1
"G3912","G3912",1
"G39121","G39121",1
"G3913","G3913",1
"G39135","G39135",0
"G39147","G39147",4
"RAB29_like","RAB29_like",3
"MIR421_containing","MIR421_containing",1
"ELK4_containing","ELK4_containing",1
"BLACAT1_containing","BLACAT1_containing",4
"G39175","G39175",1
"G39187","G39187",1
"G39188","G39188",1
"NORAD_like_G39191","NORAD_like_G39191",5
"G39192","G39192",1
"NORAD_G39193","NORAD_G39193",0
"G39194","G39194",0
"G3920","G3920",0
"G39200","G39200",1
"G39223","G39223",2
"G3923","G3923",2
"G39230","G39230",0
"G39235","G39235",1
"G39236","G39236",0
"G39237","G39237",0
"G39247","G39247",0
"G39249","G39249",2
"G3925","G3925",0
"SYT2_containing","SYT2_containing",4
"SYT2_like","SYT2_like",4
"G39272","G39272",2
"ZNF281_like","ZNF281_like",1
"G39304","G39304",0
"G39306","G39306",3
"G3931","G3931",2
"G39311","G39311",1
"G39315","G39315",3
"G39319","G39319",2
"KCNT2_like","KCNT2_like",5
"G39338","G39338",0
"DMRTC1B_containing","DMRTC1B_containing",0
"G39352","G39352",3
"G39356","G39356",3
"MDM4_G39357","MDM4_G39357",1
"G39358","G39358",1
"G3936","G3936",2
"G39363","G39363",1
"G39378","G39378",2
"G39379","G39379",1
"RNF2","RNF2",1
"G39382","G39382",1
"G39384","G39384",1
"G39395","G39395",1
"G39398","G39398",3
"G39399","G39399",10
"G3940","G3940",4
"G39402","G39402",0
"G3942","G3942",1
"NUS1_G39432","NUS1_G39432",0
"SMG7-AS1_containing","SMG7-AS1_containing",2
"G39436","G39436",2
"XIST_containing_G3944","XIST_containing_G3944",0
"G39441","G39441",1
"NUS1_G39443","NUS1_G39443",5
"G39471","G39471",2
"ABL2_containing","ABL2_containing",13
"G39497","G39497",2
"NHSL2_containing","NHSL2_containing",0
"G39516","G39516",1
"G39520","G39520",0
"G39522","G39522",7
"ZBTB37_like","ZBTB37_like",1
"G39531","G39531",5
"G39534","G39534",4
"G39555","G39555",0
"G39564","G39564",4
"CHIC1_like","CHIC1_like",3
"G39576","G39576",0
"G39589","G39589",1
"G39592","G39592",0
"G39593","G39593",0
"G39596","G39596",1
"G396","G396",0
"G39603","G39603",1
"G39605","G39605",1
"G3961","G3961",2
"G39611","G39611",2
"G39619","G39619",2
"G39638","G39638",1
"G39639","G39639",1
"G39640","G39640",1
"G39655","G39655",6
"G39657","G39657",0
"G3966","G3966",0
"G39662","G39662",1
"G39664","G39664",0
"G39669","G39669",1
"G3967","G3967",0
"G39681","G39681",1
"G3969","G3969",1
"G39722","G39722",3
"G39726","G39726",2
"G39749","G39749",2
"G39753","G39753",2
"G39769","G39769",3
"G39774","G39774",1
"G39779","G39779",1
"G39808","G39808",0
"OPHN1_like_G3983","OPHN1_like_G3983",1
"G39833","G39833",0
"G39843","G39843",1
"G39849","G39849",3
"G39852","G39852",2
"G39854","G39854",2
"G39861","G39861",2
"G39864","G39864",0
"G3987","G3987",1
"G39872","G39872",1
"G39873","G39873",2
"ZDHHC6_like","ZDHHC6_like",3
"G39883","G39883",3
"G3989","G3989",2
"G39890","G39890",0
"G39894","G39894",1
"G39914","G39914",0
"G3992","G3992",2
"G39930","G39930",3
"G39933","G39933",1
"G39938","G39938",3
"G39953","G39953",6
"G39984","G39984",0
"G39994","G39994",1
"G39995","G39995",1
"G40000","G40000",1
"G40004","G40004",1
"G40008","G40008",1
"G40018","G40018",0
"G40024","G40024",1
"G40025","G40025",0
"AR","AR",1
"G40030","G40030",4
"G40033","G40033",1
"G4004","G4004",0
"G40047","G40047",2
"HBA2","HBA2",3
"G40065","G40065",1
"SHISA9_containing","SHISA9_containing",0
"G40072","G40072",2
"G40073","G40073",0
"G40084","G40084",1
"G40089","G40089",1
"G4010","G4010",1
"G40114","G40114",2
"G40119","G40119",0
"G4012","G4012",5
"G40123","G40123",1
"G40124","G40124",0
"G40126","G40126",1
"ITPRIPL2_containing","ITPRIPL2_containing",1
"ARHGEF9_like","ARHGEF9_like",4
"G40154","G40154",0
"G40155","G40155",15
"G40169","G40169",0
"G40175","G40175",0
"GUSBP1_containing","GUSBP1_containing",3
"G40187","G40187",2
"G402","G402",0
"G40212","G40212",1
"G40224","G40224",1
"G40228","G40228",0
"G40231","G40231",1
"RBBP6_containing","RBBP6_containing",7
"USP31_containing","USP31_containing",1
"RBBP6_like","RBBP6_like",1
"G4025","G4025",1
"G40252","G40252",5
"G40258","G40258",0
"G40259","G40259",0
"G4026","G4026",1
"G40269","G40269",3
"G40288","G40288",2
"AMER1","AMER1",1
"G403","G403",0
"ATXN2L_like","ATXN2L_like",1
"G4033","G4033",1
"G40331","G40331",1
"G40332","G40332",1
"G40338","G40338",0
"G40349","G40349",1
"G40357","G40357",1
"G40377","G40377",2
"G40392","G40392",0
"ZNF688_containing","ZNF688_containing",0
"G404","G404",3
"G40403","G40403",0
"G40408","G40408",1
"G40409","G40409",1
"G40418","G40418",0
"G40423","G40423",2
"G4044","G4044",0
"G40444","G40444",3
"G40445","G40445",1
"G40454","G40454",3
"G40462","G40462",2
"G40467","G40467",1
"G4047","G4047",0
"G40473","G40473",5
"RBMX2","RBMX2",1
"G40479","G40479",3
"G40485","G40485",0
"G40489","G40489",0
"G40490","G40490",1
"G40497","G40497",0
"G40498","G40498",3
"KCNA1_G405","KCNA1_G405",3
"G40514","G40514",0
"G40515","G40515",4
"G40522","G40522",14
"G40523","G40523",14
"AUTS2_containing_G40525","AUTS2_containing_G40525",6
"G4053","G4053",2
"AUTS2_G40536","AUTS2_G40536",1
"G4054","G4054",2
"G40540","G40540",0
"G40555","G40555",0
"G4056","G4056",0
"G40561","G40561",0
"G4057","G4057",0
"G40580","G40580",2
"G40583","G40583",1
"G40599","G40599",2
"G4061","G4061",0
"G40620","G40620",1
"G40645","G40645",1
"G40658","G40658",1
"G40659","G40659",1
"G40660","G40660",6
"G40661","G40661",0
"GTF2I","GTF2I",0
"G40691","G40691",2
